.02	.17	15.81	2.06
.03	.17	16.12	2.87
.04	.2	15.5	3.78
.05	.2	15.21	4.45
.06	.26	14.08	4.62
.07	.31	14.55	4.48
.08	.3	18.01	4.74
.09	.39	18.59	4.15
.1	.34	15.64	5.5
.11	.37	17.82	5.61
.12	.52	17.58	5.61
.13	.44	19.47	7.26
.14	.52	17.72	7
.15	.64	14.33	6
.16	.67	17.12	6.25
.17	.69	17.7	6.62
.18	.8	14.98	6.66
.19	.63	15.37	7.68
.2	.68	17.14	7.14
.21	.68	18.85	6.45
.22	.9	20.42	6.61
.23	.87	16.71	7.09
.24	.87	19.86	6.71
.25	.66	17.86	8.24
.26	.8	16.92	6.52
.27	1.14	17.96	7.31
.28	1.1	20.02	7.24
.29	1.25	18.32	6.9
.3	1.14	20.68	7.17
.31	1.28	16	7.46
.32	1.45	16.5	6.84
.33	1.45	18.06	7.19
.34	1.56	14.2	6.74
.35	1.52	17.96	8.46
.36	1.7	21.11	8.31
.37	2.16	19.71	7.68
.38	1.99	16.39	6.43
.39	2.16	15.36	8.23
.4	2.04	18.98	6.96
.41	2.32	16.2	8.06
.42	2.64	18.28	8.9
.43	2.79	15.99	8.7
.44	2.92	19.1	8.89
.45	2.25	16.12	8.54
.45	3.13	14.87	8.5
.46	2.95	15.15	8.16
.47	3.76	17.93	7.57
.48	4.41	17.04	8.48
.49	4.49	17.08	8.69
.5	4.25	18.18	7.93
.51	4.32	14.22	7.29
.52	4.91	19.46	8.13
.53	5.04	16.9	8.37
.54	5.64	17.15	7.91
.55	6.06	13.36	6.13
.56	6.57	17.45	6.81
.57	8.32	17.75	8.13
.58	6.95	17.83	7.53
.59	10.15	14.71	7.02
.6	9.76	15.13	6.79
.61	9.67	14.48	7.05
.62	13.84	12.51	6.32
.63	17.4	11.43	5.93
.64	17.97	12.08	5.29
.65	21.1	9.3	4.34
.66	28.64	7.01	3.31
.67	44.96	3.62	1.56
.68	54.2	0	0
.69	49.16	0	0
.7	51.06	0	0
.71	57.66	0	0
.72	46.05	0	0
.73	47.95	0	0
.74	48.62	0	0
.75	55.77	0	0
.76	55.87	0	0
.77	42.11	0	0
.78	43.51	0	0
.79	57.81	0	0
.8	52.09	0	0
.81	53.56	0	0
.82	40.76	0	0
.83	45.06	0	0
.84	50.54	0	0
.85	39.59	0	0
.86	50.41	0	0
.87	50.88	0	0
.88	52.45	0	0
.89	53.2	0	0
.9	48.96	0	0
.91	47.23	0	0
.92	56.76	0	0
.93	45.96	0	0
.94	49.51	0	0
.95	55.05	0	0
.96	56.87	0	0
.97	59.91	0	0
.98	54.67	0	0
.99	54.24	0	0
1	46.18	0	0
