.02	.16	0	4.33
.03	.21	0	5.79
.04	.2	0	8.1
.05	.23	0	8.11
.06	.19	0	8.28
.07	.27	0	10.35
.08	.32	0	10.09
.09	.34	0	12.33
.1	.36	0	12.33
.11	.38	0	15.22
.12	.44	0	11.99
.13	.4	0	14.12
.14	.52	0	13.88
.15	.61	0	15.59
.16	.58	0	16.84
.17	.57	0	19.32
.18	.72	0	17.15
.19	.72	0	14.58
.2	.76	0	19.54
.21	.72	0	14.12
.22	.8	0	18.71
.23	.83	0	15.44
.24	.97	0	17.81
.25	.91	0	17.71
.26	1.07	0	18.33
.27	1.4	0	14.78
.28	1.09	0	16.15
.29	1.1	0	17.4
.3	1.6	0	20.15
.31	1.27	0	18.13
.32	1.5	0	18.63
.33	1.42	0	19.81
.34	1.52	0	18.34
.35	1.76	0	21.96
.36	1.67	0	16.07
.37	1.88	0	15.86
.38	2.21	0	23
.39	2.22	0	17.77
.4	2.47	0	14.92
.41	2.75	0	21.57
.42	2.42	0	20.89
.43	2.62	0	14.55
.44	2.67	0	17.69
.45	2.58	0	20.5
.45	2.84	0	25.89
.46	3.72	0	19.25
.47	2.73	0	21.86
.48	3.36	0	23.12
.49	3.38	0	18.36
.5	4.39	0	19.24
.51	3.59	0	18.77
.52	3.92	0	20.17
.53	4.31	0	21.48
.54	5.46	0	17.63
.55	7.02	0	16.85
.56	7.99	0	21.04
.57	6.81	0	18.93
.58	8.05	0	17.29
.59	8.29	0	19.34
.6	9.23	0	16.53
.61	11.01	0	15.59
.62	15.47	0	14.79
.63	16.02	0	13.69
.64	19.62	0	14.39
.65	21.39	0	11.34
.66	26.46	0	8.36
.67	36.26	0	3.89
.68	50.32	0	0
.69	49	0	0
.7	58.28	0	0
.71	54.12	0	0
.72	55.2	0	0
.73	49.62	0	0
.74	52.12	0	0
.75	49.78	0	0
.76	52.68	0	0
.77	52.02	0	0
.78	50.05	0	0
.79	49.25	0	0
.8	50.54	0	0
.81	52.76	0	0
.82	49.46	0	0
.83	56.02	0	0
.84	52.57	0	0
.85	46.19	0	0
.86	45.14	0	0
.87	51.37	0	0
.88	53.28	0	0
.89	43.44	0	0
.9	51.53	0	0
.91	53.87	0	0
.92	43.08	0	0
.93	52.64	0	0
.94	47.81	0	0
.95	53.3	0	0
.96	45.02	0	0
.97	45.97	0	0
.98	45.02	0	0
.99	52.01	0	0
1	48.58	0	0
